,content
1483,缓解或正确对待自己的看法？
1484,女人婚后为什么不和自己的父母住在一起呢？   晓文老师讲的课里面说，三代人关系中的爷爷奶奶外公外婆，和小孩关系最为亲密的是外婆，最不亲的爷爷，这个是好理解，我也认可这一点，但问题是为什么中国结婚以后大部分要由爷爷奶奶带孩子呢？不是应该外公外婆带才更放心？为什么要和男方父母住在一起而不是和女方父母住在一起？在女方怀孕期间，肯定是亲妈亲爸照顾的更为周到。一直不能理解也不能接受，所以单身女性越来越多不只是经济能力的独立，婚后的生活没有太多的可期待性大有关系。
1485,女孩性别角色 温柔并且坚强
1486,相像重要还是互补重要？    其实我还是倾向于互补一点
1487,愧疚 我跟一个我不喜欢的女生在一起了，她喜欢我好多年了，做了很多很多事让我很感动，但是我并不喜欢她，跟她在一起让我很纠结，但又说不出分手，感觉自己亏欠她，欠她很多，老师我不知道改怎么办。
1488,如何和室友相处愉快？ 在我身边发生了一件让我很郁闷的事，我和她是同一个寝室的，床铺也是挨着的，大一刚刚开始的时候她脾气有点怪怪的，但是也还是能够接受，今天听了您说的攻击无意识，我觉得她应该有一点。有一个例子，在有的时候我在表达我自己观点的时候，她总是会反驳我的观点，无论我的观点是大还是小，甚至有的时候还会因为这些事吵架。我们现在关系很疏远，寝室只有我和她的时候，我找她说话，或者有什么需要问的时候，叫了三四声也没有回应的那种（她并没有戴耳机或者做其他事）。我应该怎么处理这种事？麻烦您了！
1489,分手还能做朋友吗？  最近在一个交友软件看到大家很多人都在讨论这个话题。分手还能做朋友吗？我看到很多人讲分手就不要再做朋友甚至，一辈子都老死不相往来。我以前也是这种想法。你们呢？我们从心里学角度来讲这个问题。它的答案是什么呢？
1490,为什么正常防御功能作用改变的结果可引起心理病理状态  是不是青春期的孩子在正常防御功能作用下，很容易出现心理问题？
1491,怎么对待那些你不喜欢的人   我遇到过那种背地里阴你，然后还把自己说的很清白的人，大家相处在一起，撕破脸总归不好，自己冷脸别人会以为我在给脸色，应该怎么办？假笑吗？
1492,你在团队中扮演的是哪个角色？ 5.3 你在团队中扮演的是哪个角色?统领者？鞭策者？审议员？智多星？和事佬？外交家？执行者？完成者？你喜欢你的角色么？
1493,最后讲朋友那段感觉又有点绕进去了   朋友是用来解决生而孤独的 为什么朋友是永久的？？
1494,关于出轨   为什么有的人出轨被发现后却不想离婚呢？
1495,沟通困惑   和孩子很难沟通咋办？
1496,一个男生会让你心动，一个男生会让兴奋，二选一，你会选哪一个？
1497,理智化和合理化这两个防御机制很相似，有什么区别吗？  防御机制中，理智化和合理化，有时候会区分不清楚，希望老师可以解答
1498,太过于理性是不是不利于沟通？ 我是现在在读大一，男生，学的是应用心理学，一直对心理学很感兴趣，之前读过很多心理学方面的书，可能是懂的东西比较多，太过于理性。我的社交很好，朋友也很多，我安慰朋友的时候总是以理解的角度，而不是逗他们开心，虽然效果很不错，但是感觉自己只是能帮助别人走出悲伤，而不能给他们带来太多快乐，这样好吗？
1499,三分钟热度要怎么去克服？   常常会遇到一些人或事物，想要着手去了解学习，可能常接触几天就放弃了，老给自己找些借口去回避这些人或事，久而久之就不再去过问了。这种心态对于任何事到最后都无法完成，这是不是一种病态心理呢?
1500,在这个看脸的世界里，长得丑的人如何才能找到真爱？   我是大二男生，长得比较丑，又恰好在男女失衡的工科大学里读书。母胎单身20年，从来没有被爱情光顾过。我想问的是，既然颜值那么重要，那么长得丑的人是不是就被判了爱情的死刑？我又该如何去寻找真爱？
1501,真诚的坏处（真挚的邀请大家参与）   到处都在说人与人真诚会美好，生活更舒坦，真诚有力量。等等，都快把真诚说到完美至极的地步了。但我本人不相信世间有完美的事，这太极端了，我总是觉得不管什么类型的极端，都不好。所以，我真挚的邀请大家参与这个话题，聊聊真诚的反面～～～
1502,想，遇到一个人，可以让我放纵一次、忘记自我一次、飞蛾补火一次，可惜，没有遇见。
1503,睡的晚的理由 夜晚由外而内，一切寂静下来，心也安静下来。不用被外物所累，不用被他人所烦。
1504,有没有科学的办法改变认知吝啬的问题？
1505,你觉得完美主义者该找一个什么样的伴侣？    你觉得完美主义者该找一个什么样的伴侣？同样完美的，还是？
1506,容器的概念  老师，听了您讲了这么多，我还是觉得似懂非懂，不知道容器这个概念大概在生活中是一个什么样的例子呢？
1507,一个小问题  视频中关于客体投射的情况到底是区分的？比如说我不小心摔了一个朋友送的花瓶也能算是我和这个朋友的关系出现了吗？但是如果是我故意摔了一个花瓶的话，大家都能够意识到自己有问题啊？
1508,心理学究竟是不是科学？    大家可以运用课上所学到的知识结合课外的了解探讨心理学究竟是不是科学？
1509,创造性人才的构成因素有那些
1510,学习心理学能靠死记硬背吗？
1511,如何去爱和感受幸福  不知道是不是因为原生家庭的缘故，自己缺乏感知幸福的能力！我原生家庭是这样的，父爱这边完全缺失的，他长年在外，就算回到家也没沟通，妈妈虽然每天见面，可她忙农活，没感受过父母的爱，长大后发现自己精神是非常独立，独立到我老公融不进，老公各种的好和爱，我感受不到，请问老师，这种情况怎么办？
1512,男生们你介意你的对象不是处女吗？   现在社会虽然日新月异，观念越来越开放，可是有些女生认识男朋友一个月就发生关系了，以后谁敢娶？？
1513,所有减压方式都属于自运行系统吗？   老师，我想请问一下，如果把自运行系统理解为减压的一种方式，那么所有的减压方式都属于自运行系统么？比如现在很多人压力大的时候会选择听歌、睡觉等方式去排解压力。
1514,怎么不内疚  怎样可以让自己不那么内疚呢，每次别人对自己有一点点好，我都想换一个方式换给他，要不然我会觉得自己内疚
1515,简要介绍一下你是通过什么途径进行同一性整合的？    结合视频介绍的内容，谈谈你采用或者打算采用哪种途径整合同一性
1516,给自己的自卑自信程度打分   1.如果让你对“你是个自卑的人”这个问题打分，“1”代表“非常符合”，“7”代表“非常不符合”，你会打几分，为什么？2.如果让你对“你是个自信的人”这个问题打分，“1”代表“非常符合”，“7”代表“非常不符合”，你会打几分，为什么？
1517,想问问老师是不是每个人格都会或多或少有点孤独 因为我属于那种大大咧咧，喜欢笑，所有认识我的人都觉得我是活宝，我是开心果，我也一直觉得自己很乐观活泼。可是什么事都是自己扛，自己解决，也从来没有和任何人商量，就是很孤独的一种状态，就感觉自己精神很独立孤单那种，是不是有包含点其他人格，就是那种，外向孤独患者，想问问老师怎么看待外向孤独患者
1518,科学素养与心理暗示的关系   吴老师您好，我的问题是，您在视频中讲述的积极正向的心理暗示用到的这两个例子，我觉得都是缺乏科学素养的人，才会相信有的，但是我们在平时生活中的目标是提高自己的科学素养，相信更科学的东西。那越是科学素养高，是不是得到的这种正向的心理暗示会更少呢？
1519,生活中要低调，不要强调自己的理论学识，要搞好合作，那如何交往
1520,那么影视剧中所演的犯罪者的心理为什么会发生这样的扭曲
1521,如何理解喜欢和爱的区别，想听听心理学上的讲解～         喜欢是 当你遇到一朵花时你想上前去摘下来.爱是  当你遇到一朵花时你想浇灌它保护它.喜欢是放肆.爱是克制.那在心理学上怎么解释 喜欢和爱呢？
1522,想要寻求帮助的小小人儿    我的重要他人好像不是爸爸妈妈，从小跟着外婆长大，到了十几岁的时候才跟着父母。父亲的工作不是很好，工资不高，母亲总是抱怨。感觉母亲总会在我兴致高昂的时候打击我，说你不行。渐渐的，我开始有胆大变得自卑，内向。我想改变自己，但是不知道该怎么办？
1523,老师你好，我这样的拖沓算是给自己的一个借口吗？    每次遇到事情总是在最后时间去决定，比如，想跟客户打电话沟通一件事情总是在思索很久以后才去做，自己总是给自己找个借口美其名曰这是追求完美！我这是害怕客户拒绝，还有就是对自己的不自信！老师像我这种情况您感觉我怎么去做才能改掉
1524,结合自身体验，你谈谈如何协调爱情的三元素才能使爱情更美满持久？
1525,不善言谈如何通过学习提高？  和自己有共同语言的朋友可以谈的很多，而没有共同语言的同事就很少，想打破这种情况，请老师给予指点
1526,传播正能量，释放积极的信息，构建幸福生活
1527,我是自卑   太在意别人的眼光，知道这样不好但是就是没办法改变，一个人走路必须要拿着手机装作很忙的样子
1528,讨论：“好好先生”能说不么？ 很多人说“好好先生”是自我不够强大的时候的无奈选择，一旦人掌握了主动权，就不会再是“好好先生”，你怎么看？
1529,讨论教养方式 想一想你的父母是什么教养方式，你觉得对你有什么影响？
1530,被女生拒绝了是否还有机会？  单位里面一个女同事，之前向她表白过，被拒绝了，这段时间又尝试约她出来看电影啥的，结果她直接跟我说被男朋友知道了不好，我觉得非常不开心，到底有没有男朋友呢还是想拒绝我。后来微信上聊天聊了一会儿，我说我也只是把她当朋友没有别的意思，我对女朋友也有要求，表明了我的态度，感觉她也对我缓和了很多，还会主动关心我放假都干嘛，我是否还有机会呢？
1531,人际交往的困惑？   裴老师，您好！我描叙一下我的问题，看我是否表达得清楚，比如朋友在一起交流吃饭，有的朋友会以一种优越感的态度和我说话，或者是一种嘲讽的语气，让我感到不可接受。同时，我也有时会用这种态度对待别人，当然我一直在自我反思，如何做一个不让人讨厌的人。请问，我该怎么办？谢谢！
1532,面试 在面试的时候总是很紧张，面对问题总是回答的不好，我应该怎么改变这一现状呢？
1533,我觉得我自己是处男，找一个女朋友是处女这个应该是无可厚非的吧
1534,感谢 感谢老师的爱情指导，虽然我还是对爱的人，认真且怂，没有一蹴而就，慢慢加油吧。但这门课让我知道这样去爱，如何去经营自己的感情，并且让我更加清楚我要等的那个人是什么样的。不论是恋爱或是单身，只求能活的自己而且干净。万分感谢。
1535,老师有贬低男性的倾向？
1536,情为何物   前任，国外读研去他们学院玩狼人杀认识的，对她一见钟情，见到她才让我第一次感受什么是怦然心动。但那时我有一个谈了很久的初恋女友，为了和这个一见钟情的女孩在一起，我和初恋分手了。但是这个女生的妈妈（在国内）不同意我们在一起，我们偷偷在一起了几个月，她回国的那天我们和平分手了。她搭飞机前一晚我们抱着哭了一晚，最后我送她去机场看她过安检然后背对着我挥手道别。
1537,老师，那按照你说的见诸行动和嫉妒是不是有一定的联系或者区别呢
1538,泼妇骂街   她们为什么会有这种行为，怎样理解这样行为
1539,如何沟通   如何与那些人活着自己的世界里的人沟通?
1540,太内向，和别人沟通时没有话题，总是让对方接不下去自己说的怎么
1541,如何把控可信度    实际的工作中大家也都会遇到形形色色的人，如何能更快捷的读懂真假是个很只得思考的问题。
1542,关于催眠   心理学上真的存在催眠这种东西吗？
1543,为什么有人会不停否定别人的观点想法  不论别人的观点想法正确与否，有人总是全盘否定，觉得自己都是对的，别人全错？
1544,我目送沿海的日落，紧抱醉生梦死的枕头，游不出回忆却学不会放手，怎么走。
1545,想学心理学  大学的专业不是喜欢的，但是家里人又不希望考心理学的研究生，说不好就业，老师，您有什么好的建议吗？
1546,为什么人在学习心理学后会成为野蛮分析家呢？  老师提到的野蛮分析家让我就很感兴趣，同样的学习心理学，有些人会用于合作而有些人则会用于疯狂分析进而成为“野蛮分析家”呢？
1547,我会如何当爸妈？   结合你自己的经历和感受，谈谈未来的你会怎样去理解和接纳爸爸妈妈以前的做法，怎样努力去做一个足够好的爸爸或妈妈，让你的孩子健康快乐幸福地成长？
1548,拖沓情结   有时一种情结是一种情商。如果处理不当，就会引起很多问题。
1549,和别人沟通总是不知道说什么  老师您好：我总是话题结束的时候才想起，刚刚如果自己这么说就好了！这是沟通障碍吗？还是自己脑子反应慢！
1550,怎样表达   喜欢一个女生怎么知道她喜不喜欢我呢？又该怎样向她表白呢？
1551,关于工作与社交    刚进入工作场地如何迅速适应呢
1552,攻击除了肢体上的，包不包括语言上的，态度上的？
1553,谈恋爱会一会有话聊嘛 谈恋爱会一会有话聊嘛
1554,从小到大的怪毛病   内疚型人格，可能一些鸡毛蒜皮的事情一不小心就记了好多年，怕给别人添麻烦，事后想到总是心跳加快，小时候还有很严重的对称强迫症（鞋带的方向，长短）迈步的大小必须一致，左脚踩过一条斑马线，右脚必须倒回去再踩一下，后来强迫自己改掉是因为…我发现自己左手有伤疤右手没有，心里很不舒服的时候，到后来，有一种很奇怪就是，听见别人说自己有强迫症就觉得浑身别扭，还特别容易留意到别人的衣服，比如同学衣服穿了几天记得清清楚楚，但是昨天我吃了什么饭可能就记不清楚
1555,老师你好！请问遇到困难总好在脑子里面转，头疼该怎么处理
1556,如何减轻拖沓呢？   我一件事做不完，老是会想着反反复复的修改，一直拖到规定的时间，平常比我下手晚的，已经交上作业了，我还总觉着会有什么问题，总是做什么事都想拖沓到最后，刚遇到或想到一些事情时，信心满满，越往后越想拖拉，特别是同时有几件事要在同一时期做完时，常常焦虑，其实我觉得是可以完全可以同步完成的，但总是顾虑太多，反而会找一些理由放弃暂不紧张的事，我都怀疑工作后我会不会顾此失彼，什么都做不好。
1557,暗恋 暗恋真的有用吗？
1558,关于婚烟中谁先示弱的问题   小时候，我很活泼，嫁给他后，变成了抑郁症，怀孕的时候，他会打我，想说的话，不能说，抑郁了。   这几年，他对我好一点，日子过得还算平静。    前段时间，我摔了一跤，在家休养一个多月了，吵了两次架，两次都是因为他当着我的面看别的女人，看得眼睛都不眨一下，我生气了，和她吵 。    可是吵架以后，他没事人一样，天天出去喝酒吃饭，过得挺潇洒，我一个人在家生闷气，胡思乱想，我在村里也没什么朋友，天天一个人闷家里。所以才会多想吧。     他还当着孩子的面吵，骂我，我怕孩子受伤害，就忍了，他那个人好凶，吵起来好吓人，我怕吓到孩子，   各位，请问一下，我怎样才可以做到，不在意他怎样对我，吵架以后胡思乱想呢？
1559,自卑可以消除吗    自卑很正常，但太过自卑是不健康的。想知道，当通过某些行动来打破对自己的外形外貌或是学习生活方面自卑之后，比如气色好了，学习能力提升了，是否真的会让那种自卑消除，还是仍会有残留在内心。
1560,基因在犯罪中的比例大吗？
1561,真是看脸时代 朋友一直说她男朋友长得不好看，但她们之间又有奇妙的感觉，我也不知道怎么和她说了，希望老师能支个招。
1562,客堂提问。总是因为紧张，怕老师失望。怕同学笑话，不知道说什么。一直傻站着。如何才能做出真正的自己，我也曾尝试不在意老师和同学的眼光，但是都失败了。
1563,表达困难   和别人交流的时候表达不出（说不出）自己想说的东西，多数是词穷，或者是张口忘词，总是导致放弃交流，怎么改变啊。( ˘•ω•˘ )눈_눈
1564,领导和员工保持距离   在某些员工眼里，“高冷范”的领导常常难以接近。为什么有些领导要和员工保持距离？
1565,关于大学四年的U型曲线，请说说你自己的看法。 老师在视频里面介绍了大学四年的U型变化曲线，大学四年的体验、学习、投入变化往往在大一阶段比较高，大二、大三降到谷底，大四又会回升。请根据你现在所处的年级，谈谈你自己的看法和解释。如果你是大一、大二的学生，你怎么看待未来将会经历的这种变化？你希望经历一种什么样的变化，需要怎么做才能出现你要的变化？如果你是大三、大四的学生，你觉得U型曲线有道理吗？符合你的实际情况吗？你认为自己正处在什么阶段，你怎么评价你的大学学习和生活？
1566,对不爱还东西还钱的人怎么沟通
1567,学好沟通心理学，对销售业绩提升有明显促进作用吗？
1568,如何认识自己的潜能，望老师批阅、解答
1569,我每次我都给自己列了计划，但是到第二天就抛之脑后我为此很苦恼
1570,说了别人听不懂是表达问题还是？
1571,存储型人格  在婚姻中，经常梦见18年前的初中男友，虽然还联系，但已经各自结婚生子，那是一种什么心理状态？
1572,可是如果你长得好看的话别人会以为你已经有男朋友了就不会来找你
1573,我有强迫症还有道德问题！父母看不起我甚至不让我和弟弟成长
1574,你有过失眠的经历么？如果有，你是如何解决的？ 失眠会造成诸多不利影响，针对失眠，你有什么好办法么？
1575,讨论 发展的特点   中国有句话说，“3岁看老”，从发展的特点的角度来看，你觉得这句话对吗？
1576,性格内向女性焦虑自运行是闷头睡觉，如何才能让她有所改变，闷声
1577,经典语录   会聊天的人心里装着别人 经典
1578,伤痕文化   我的父亲对我很严厉，平日里总是不苟言笑。小的时候曾经打过我一次，我的印象深刻，现在做梦只要是梦到父亲与我在一起总是逃不出挨打的场景，其实现在我已经是大学生了，父亲也不再打我，而且父亲也只是打过我一次，那么我做梦还是会梦到父亲打我，这算不算是一种伤痕文化呢？还是其他什么原因？希望老师以及其他的朋友解惑
1579,见诸行动   这一系列行为，就像是自己之前经历的所有的事情在身上留下的隐形开关，有时候自己无法在当下甚至发生后都无法意识到
1580,付出用力过猛怎么办  老师我一喜欢一个人就想要对他特别特别好，看到什么东西适合他就想给他买，而且我也不想要回报的那种，是不是让对方压力太大了
1581,孤单太久，已经失去爱的能力  很多时候觉得很孤独，但是又不敢轻易对一个人好，自私的以为对方都会懂，直到他牵起别人的手。
1582,总感觉沟通时很难开口，一开口就不知道自己要说什么，这该怎么办
1583,我如果想不起来到底是哪种以前的创伤导致厌恶该怎么办？
1584,入职2个月后发现与之前说的不一样，想要加薪如何沟通比较好？
1585,旋律语调疗法对失语症康复有效吗？（讨论题）  1）旋律语调疗法对非流畅性失语症者的康复具有哪些效用？2）您认为本次课程内容对当今中国社会具有哪些启示？
1586,学习中拖沓情节？？  老师您好，我是一名学生，学习数学时经常会遇到就是一道难题我可能算了两个小时三个小时，但是和同学讨论时或者参考答案时发现自己做的是错的，长时间的成果一下子全部被推翻，这时候就会产生一种厌恶这道题的心理，然后就不想继续解题了，扔那儿不看了，直到老师讲这道题，这属于一种什么心理，该怎么调整自己呢？
1587,提问：那这些隐形开关该如何察觉，且慢慢在生活中受到的影响越来越少呢？
1588,传销洗脑的思想    被传销洗脑的人，几乎没有自己的思想，全是他们那个所谓的集体氛围思想。甚至有些令常人无法理解与接受的事，在他们看来也是对的。这是不是一种集体无意识？
1589,认知吝啬定义是这样子的吗   认知吝啬就是只我们的认知能力有限，有时候面临太多选择的时候就会出现中央处理器处理不过来的情况而导致认知上的崩溃，因而会根据情绪做出一些不理性的情况。
1590,如何处理有些同学的偏执现象  对于有些同学日常表现出来的比较偏执的行为如何正确处理
1591,问题 怎么辨别男生对你是暖味，还是单纯的普通朋友?
1592,那为什么很多人都会觉得女性干家务是在正常不过的事呢？
1593,心里什么都懂但是有时候就是啊会表达怎么办？
1594,在某些人面前就特怂 该咋办  比如在喜欢的人面前就说不出话来或者在老师面前就感觉很紧张该咋办
1595,提问心理学的真正目的 老师您好，对于您所说心理学的真正目的是合作，我一己之见觉得，合作是心理学被运用之后所达到的人际关系的一种状态，而合作其本身的意义与竞争相仿，就是生存。个人感觉心理学的真正目的是为了更好地在群体中以及群体外获得优质的生存条件或状态，不知道我的这种观点您怎么看？
1596,沟通 价值观不一样的两个人沟通要注意什么？或者遇到价值观偏激的人应该如何沟通
1597,学完后有点类似问百足虫怎么控制每只脚，请问又该怎么办？
1598,肿么感觉是没有讲完呢？    结束的好突然，肿么感觉没有讲完呢？
1599,婚法（自愿心理更强后更贱）  古代科技不发达，专研能为极限，无法更清明解析自然界产物及其演化。根本不存在的也在虚拟中蛊惑应用，生活弊病也未能完美解决。无识的新生命受到严重自然界斗争地影响！只能学着和克制后遗地适者生存的禽兽而活理及延生物！结婚为奴婢社会成立历史悠久和自贱根基。桃树的继承从不见用体相互欧打而显得格外清结，反之为人。给别人张三里四这类人道德何在？
1600,作为老师遭遇学生言语或者行为攻击该如何处理
1601,老师说唠叨是女性缓解焦虑的一种方式，那么要是一个女性老是想找
1602,自我怎么避免见诸行动 对于心理的创伤要怎么去处理，才不至于变成见诸行动？和前男友分手后，我感觉我陷入了死循环，对自己不自信，总感觉男的都会见异思迁……
1603,心身陷阱   大学生实习是为了学习专业技能，琐碎工作不值得，这种观点对吗？
1604,如果，假设，我说如果自己有严重的同性性取向。该如何做？
1605,喜欢和爱的区别    我觉得喜欢和爱是有差别的，喜欢是短暂的，爱是有长远打算
1606,一个人可能同时是完美主义和好好先生吗？    怎么办，我发现我即是完美主义又是好好先生？我对自己和别人的要求都很高，追求完美，可是我又不喜欢发生矛盾和争执，所以很多时候会压抑自己的要求，好纠结。
1607,如何才能失忆？    请问怎么样可以失忆，不要偏激的。
1608,我也在找自己的原因，除了离婚，还有没有其他的解决办法，毕竟现在有了宝宝对待婚姻不能过于草率。
1609,不善于表达也是心理方面能解决的吗？封闭自己，认为比人说的都是
1610,关于北大弑母案的思考 看了相关的报道之后，我感觉这个孩子有精神障碍，才会做出一系列匪夷所思的事情。但到底是什么障碍呢，我又没想清楚。觉得大学生的心理健康教育太重要了。
1611,计划打乱也是一种认知吝啬吗？ 今天再次听这一课时，突然想到，每每做周计划或是月计划时，刚开始都按计划执行，慢慢的有事岔进来，到后面计划打乱后，也就会变得拖沓或是放弃执行，这也是认知吝啬造成的吧？
1612,我一个朋友说她的暖味对象，突然找了一个女朋友……她觉得很伤心，但我却不知道怎样安慰她……因为分不清是他们两个真的是暖味，还是普通朋友
1613,神仙 大学感觉没有高中自在，身边出现好多优秀的人，自己很平凡也没有特长，有点不太爱说话找不到一起很搭的朋友。入职工作后，老板老是说我不会和别人沟通，性子太直，思维很跳跃，到现在为止不想说话，想做完就辞，感觉身心疲惫。但如果是不认识的人还能搭一两句话，一度怀疑自己有点轻度抑郁。
1614,内向的人如何更好与别人沟通
1615,恋爱时总是不确定对方属于自己试探到分手是否也是一种研究本能？
1616,鲶鱼式调味剂 难道无理取闹也算是小情侣感情之间的一种调味剂？
1617,老师，对于垃圾人该怎么办？  老师，对于垃圾人该怎么办？有些人莫名其妙就会冲你大骂一顿，或者冲你发脾气，只是因为你比她好，勤奋努力肯干，有很多荣誉。她羡慕嫉妒恨！更可笑的是她自己离婚了，看别人有好的家庭也是骂骂咧咧……
1618,老师，关于超我，一定是至善至美的吗？
1619,遭遇流言的群体无意识怎么办？ 什么情况下会无辜遭遇到流言的群体无意识？如果遭遇到该怎么办？
1620,讨论：你和你的伴侣，谁说了算？    你和你的伴侣，谁说了算？仔细想想，为什么？
1621,爱情的四中类型    浪漫的爱情，友谊之爱 愚爱 圆满的爱情 每个人都期待圆满的爱情吧
1622,如何理解自恋的问题……    当你觉得有人很自以为是;有人自我感觉良好，可能觉得此人很自恋。假如你说，你自恋你的，和我有什么关系?心理学上讲这是简单的"隔离"，任何不解读即回避都可能是一种被动的隔离。所以，解读自恋还是有必要的。试结合实例讨论一下如何理解自恋的问题……
1623,表达障碍   老师，在与别人沟通时，我总会根据别人的反应来判断自己的表达，感觉沟通起来很累，所以在一群人聊天时总是沉默，心里有想说的话都要不停的过滤，请问这是表达方面的问题吗？
1624,也请各位同学同我一起讨论自运形系统  自运形系统(小宇宙)是无意识的一种应激行为对吗？当情景再现时会引发同一种应激行为？所以它是见诸行动的一种吗？如，压力大时不自觉的变唠叨？下回压力大时重复同一种行为？
1625,如何解决过度自恋而不能保持谦虚的态度！    在生活中对于自己的一些工作难免会遇到一些技术过硬或者工龄长却技术依旧糟糕的人，前者内心由衷的佩服，后者通过与自己的对比却内心有点看不起（表面上可能没表达出来）该如何解决这个问题，希望不管对谁都能保持谦卑的态度，于生活和工作应该都有好处！
1626,有没有主要来学习脱单技巧的小伙伴    学习这个课程主要是，学习他的脱单技巧。就是冲着这个课程的脱单技巧而选择修的这一门慕课。
1627,自励 听完老师的课程，我相信我的瑜伽课应该会坚持下去，
1628,内疚的表现形式是哪些呢    我想问的是沉迷打麻将和赌博的人会不会内疚，为什么打了还想打，赌了还想赌
1629,在一起是因为什么   有个人一直听你说话，陪你聊天，听你唠叨，似乎是喜欢你，但是他不表白，你们的关系莫名其妙，不是恋人，又说不好是什么
1630,陌生人交流如何快速读懂别人的意图   大家生活中往往也会遇到陌生的交流怎么能更快捷的读懂对方呢？
1631,内疚强迫性重复的产生？如何解决这种心理状态？ 可否解答一下内疚强迫性重复的产生？如何解决这种心理暗示？如果一个人因为做错了一件事，身边的人在事情发生后不断重复提示这件事做错的后果及一句“以后做事小心一些或做以后事仔细些”，是否会导致内疚强迫性重复？
1632,反复性信心满满——连续性拖拖沓沓   老师我是一名上班族，在上班时我总是会突然想到，这个东西这样做会更好，但每次却一直不做。每次明明会做的东西，却总是嘴上说着懒得做不想做。老师我想问一下这个是什么心理呢。
1633,回避型和矛盾型能改善或者改变吗？   自己就是矛盾型的，基本没有被满足过，但同时有特别渴望。生活中容易经常失落，对事物持有悲观看法。
1634,提问 得不到的会不会永远在骚动
1635,《心理学导论》    老师您好：我听了您们对 心理学导论 第一节的讲解  讲得很好 很系统 ， 我在听您们的课时也做了笔记。 我想对 心理学导论 有一个比较的了解，  根据您们的讲课的内容， 能否给我推荐 一本 心理学导论的 课本， 因为市场上 心理学导论  版本比较多， 我不知道该选个版本来阅读，谢谢老师给我推荐  与您们讲课紧密联系的版本。 谢谢！学生  王 文 林
1636,老师，有哪些书可以帮助我们更好的建立自我同一性呢?
1637,潜在力量   自己没有信心，不能坚持下去，一遇到打击就觉得实现不了，算了不坚持了
1638,直觉 请问，在心理学中，直觉该怎么定义呢？
1639,有时候说出口的话和脑袋里面想的不一致，这也是一种沟通障碍吗？
1640,乐观 遇到问题，先沉着冷静一下，心态要好，
1641,老师，怎么在说话的时候提高情商？
1642,"亲密关系和自我情绪控制    老师您好最近我在男女朋友的感情上遇到了一些困惑，想向您咨询一下问题所在，也想知道该如何处理,我和他在一起两年半左右，同校两年，异国八个月了，还有两个月应该会见面，以后可能还会有两年的异国状态。在上周的周末我们大吵了一架。这段时间我们的压力都很大，暑假见面的问题成了导火索，让我们爆发了大争吵，也因此说了分手。可是这次说完他认真了（之前也有过一次），然而我没有真的想要分手，所以就后悔了。因为时差的问题，在第三天才和好。（希望各位伙伴不要像我这么作，一生气就拉黑联系方式，一偏激就说分手，男朋友脾气再好，也会把男朋友作没的，哭。）"
1643,特别在意别人的味道怎么办？  我这个人很奇怪啊，我很在意被人的味道啊，包括所有能闻到的，包括身上自然散发的、口气啦的，正因为如此，我发现很多男生身上都臭臭的啊（尤其的理工科的），而且口气也臭臭的，这样我就特别不愿意接近人家，怎么办啊，是不是我的问题啊？我这样会不会找不到男朋友？（委屈巴巴.jpg）
1644,老师如何提高一个人的自信心。
1645,拯救错觉是个什么意思？
1646,害怕被骗，不敢尝试，杜绝一切开始   感觉自己就是怕被骗，所以就不敢去尝试，杜绝了所有的开始。但是自己的内心想的却是，如果真的有那么一个人或是那么一件事，我愿意付出我的真心实意，我的所有。
1647,从性别角度区分认知吝啬    （首先声明，无任何歧视意思，只讨论不同）在现实生活中，男性的认知系统是否比女性的更为强大，抑或是认知范围和可改变的幅度和宽度更大一些。就我来讲，作为一个男生，我只有目标不明确的时候才会出现乱买多买的现象，且这种现象是比较少的。感觉很少出现认知系统崩溃的情况。
1648,工作沟通中，过激情绪应该如何解决？  在团队沟通中，有些人容易脱离问题，进入到情绪沟通，而且是一种比较激烈的情绪表达，最后影响了整个团队的沟通效率。想问一下，在工作中，如何与更强势的人的达到有效的沟通，减少这种无效的情绪沟通？
1649,谈恋爱的 双方都要懂什么叫做爱吗？  情侣（会分手的）都要有性生活吗？
1650,爱情的种类  怎么看待柏拉图式的爱情，并且有没有可能成为一种趋势。
1651,现在的基础教育会导致更多的孩子心理异常    老师，我现在是一名高中老师，目睹教育对孩子的伤害，我痛心疾首。学校不重视体育，学生每天在教室坐的时间超过12个小时，对学生的身心健康造成了极大的伤害。
1652,老师，怎样才能找到对象，但是我又怕受伤。
1653,思考静心   穿越偏见，不只为未觉察的风景；天赋才华，可否再破解宿命的藩篱？（《绿皮书》，豆瓣8.9）
1654,家庭暴力   那么对于老师您说的某些家庭暴力是由于敲打以获得安全感的情况，除了这些情况以外的是否存在仅仅由于快感而去家暴呢？家暴是不是真的只有零次和无数次？
1655,对于课程的理解    我以为沟通心理学是可以用在现实生活中的，同学沟通就可以用到的方法，听课后感觉大多讲的是社会现象。
1656,怎么改对别人高要求的毛病？因为总因为对别人做事不满，然后气到出血~
1657,觉得女生衣服挺好看的，没问题吧！   我小时候就穿过邻居姐姐的裙子，当初是觉得好看，羡慕，那是男女性别没分清！现在依然觉得女生的衣服好看，但只有穿在女生身上才好看，电视剧中反串挺有意思的(唐人街探案2三男护士服)，现实中就觉得恶心。认知方面有没有问题
