,content
1263,老师，请问商标算智力成果么？ 就是我在学习商标法的过程中，书上说商标权不算智力成果，那商标也不算么？它不是被人们用智力、思考所创造出来的产物么？
1264,惩罚犯罪和保障人权哪个更重要 老师，保障人权和惩罚犯罪哪个为主？
1265,行政法学的中心是什么
1266,关于新增销售假冒产品进入信用档案   辽宁的宋先生春节期间在一家超市购买了一袋有机大米，吃了一半后，宋先生通过新闻得知市场上有些有机食品没有证书，属假冒产品。他赶紧查看了所购大米的包装袋，发现上面虽然有“有机食品”标志，却没有认证机构的标注。随后，宋先生到超市询问并索要证书，超市表示没法提供。根据《消费者权益保护法》第56条 营者有前款规定情形的，除依照法律、法规规定予以处罚外，处罚机关应当记入信用档案，向社会公布。像这种较为日常的产品侵权行为怎么具体地保护消费者的权益呢？这项措施在现实的落实情况是怎么样的呢？
1267,请举例说明缔约过失责任    请结合页面上的法律规定、讲解和参考资料，用自己的话说一说你理解的缔约过失责任是怎样的？请试举一例说明。
1268,【总结】犯罪客观因素 是指刑法规定的构成犯罪在客观活动方面所必须具备的条件。它由刑法规定，说明某种犯罪是通过什么行为、在什么情况下对刑法所保护的社会关系造成了什么后果。 犯罪客观因素分为两类：必要条件：危害行为、危害结果，以及危害行为与危害结果之间的因果关系。选择条件：犯罪的时间、地点、方法等等
1269,代言人的责任 代言人是只要她接了这个代言，产品出现了问题，她就要承担赔偿责任吗？
1270,有限公司的分类    有限责任公司只包括一人公司和国有独资公司吗？那多个人投资的有限责任公司呢？
1271,关于“谢绝自带酒水”的看法  我认为，这一条款的及于消费者的效力主要看经营者的主要业务范围，若经营者主要业务范围就是销售酒水，则该条款为强制性要求，消费者应当遵守；若销售酒水不是经营者主要业务范围，则消费者可以选择不予遵守并且违反后不承担相应责任。举例：酒吧的主要业务范围就是酒水饮料，若消费者都自带大量酒水饮料到酒吧，这在一定程度上会损害经营者的利益，故“谢绝自带酒水”在类似于酒吧的娱乐场所是强制性规定，消费者应当遵守。又如消费者去普通的家常餐馆或者快餐店吃饭，该家常餐馆或者快餐店主要业务范围是炒菜、小面或其他食物，酒水只是该经营者附带的业务范围，即便消费者自带酒水也不会很大程度上损害经营者利益，此时消费者可以不予遵守“谢绝自带酒水”的规定。以上拙见，望批评指正。
1272,关于无民事行为能力人实施的纯获利益的行为023    在2017年司法考试试卷三第2题中，肖特七岁时受赠口琴的行为被认为无效，我想问在实践中无民事行为能力人纯获利益的行为也都应该由其法定代理人实施吗？
1273,要如何找寻法律规定？ 法律规定的找寻有哪些要求？应如何寻找相应的法律规定？
1274,财产保全责任保险   财产保全中，法院责令当事人提供担保，实践中出现了新的担保方式由保险公司出具诉讼保全责任保险担保函，在保全错误的情况下理赔。这种担保方式的法律性质是什么？
1275,基本权利与非基本权利划分的标准    老师您好，我没有太理解您提到的基本权利与非基本权利划分的标准。基本权利的义务主体主要指向的是国家的义务，各国宪法中把财产权都规定为基本权利，想问问您此处的财产权为非基本权利该如何理解呢？
1276,刑事诉讼制度与民事诉讼制度的异同？
1277,老师好    请问老师，实际施工人诉请承包人给付工程款，诉请发包人在欠付工程款范围内承担责任，把发包人列为第三人，法院已经立案了，发包人作为第三人是不是正确？要不要把第三人改为被告？谢谢老师。
1278,处分原则与辩论原则的区分   我想问一下，如何判断法院的裁判违反的是处分原则还是辩论原则？
1279,《反不正当竞争法》是如何兜底的保护著作权的体育赛事著作权的相关问题？
1280,低价游    旅游高峰期的时候，一些旅游公司为了拉人头，宣传超低价旅游。但是旅客一旦上车旅游公司就立刻变脸。带旅客购物，不满多少钱不许走肯定是强制消费。那要求旅客补足所谓的餐费等自费项目是不是强制消费呢？
1281,习题求解   C李明对天一出版社提起的出版合同纠纷案件，受诉法院所属高级法院没有对此类案件的管辖作出规定，D乙公司以甲公司的名称注册为域名，甲公司因而对乙公司提起诉讼。这两种情况为什么属中院管？属于“其他专利纠纷案件”这个类别吗？
1282,伯爵旅拍宣传与实际服务差距过大    网友在微博上爆出自己订的伯爵旅拍的拍摄服务，到了约定拍摄时间和地点，服装和化妆以及后期修图，都与合同约定出入极大，合同中约定伯爵旅拍免费赠送两晚住宿，却以无房源为由拒绝提供。顾客最后自己花钱订了酒店。这种情况下，伯爵旅拍的赔偿范围应该有哪些？
1283,"关于QQ要约2分钟内的撤回 002  QQ要约的撤回为什么要规定为2分钟，而不是其他的，比如1分钟或者3分钟之类的?然后,QQ撤回我们如何看待呢?比如我QQ发出一个要约，然后两分钟之内我在当事人(不太实际的可能就是我并不能去判断当事人是否看到要约)看到但没有及时回复情况下撤回，这个是不是要约的撤销呢，还是定义为要约没有生效，只是撤回。我个人比较偏向于这个是要约的撤销，倾向于到达主义。根据合同法第16条，要约到达受要约人，采用数据电文形式订立合同......"
1284,讨论：第三人加入偿债的问题  请在认真学习本节知识的基础上，思考下列问题。
1285,幕后股东   幕后股东操控公司，致使债权人受到损失，是否由该股东承担债权人的损失？
1286,工人难道不应该更加注重安全问题吗？  【工人安全帽一碰就碎引热议 应急管理部：如果连工人的安全帽都不安全，又怎么能安全生产？】 近日，一段一线工人安全帽一碰就碎的视频引发热议。拍摄者窦师傅称，两顶安全帽都是工地上发的。中华人民共和国应急管理部 表示：如果连工人安全帽都不安全，又怎么能实现生产安全呢？
1287,知识产权滥用规制探讨四    商标领域也存在着知识产权滥用的现象，相信聪明的你一下子就能想到一些实例，快和小伙伴一起分享吧！谈谈如何规制也可以哦~
1288,3D专利骤增，3D专利竞争与运营问题，值得关注！         3D打印的成功故事始于1984年，当时查尔斯·W·赫尔(CharlesW Hull)（3D Systems公司创始人）申请了一项立体光刻专利（SLA）。1989年，Stratasys公司的主席S.ScottCrump发明了熔融沉积模型（FDM）。2009年，熔融沉积模型的专利到期，公司开始采取不同的方法，试图向消费者销售，而不是向企业销售。随着众筹平台的兴起，2010年代初，围绕3D打印的一场完美风暴诞生了。2019年3月，iplytics平台数据库对全球3D打印技术领域的专利进行了广泛的调查。调查报告显示：2007年至2019年期间，全球共有95302项（43718项专利家族）与3D打印技术相关。报告数据显示，3D打印大多数专利是在美国申请的，其次是中国和欧洲。调查发现：2010-2018年，美国发生的155起3D诉讼中，在诉讼前，所有已提起诉讼和转让的专利中有80％已经改变了所有权人，其中22.5％的专利转让和诉讼在同一年内进行。看来，3D打印技术的专利正在急剧增加。此外，3D打印专利的转让和诉讼也越来越多。我在想，专利负责人是否应当考虑专利许可成本和适当的担保费用？ 专利管理人员是否需要考虑专利诉讼数据或专利转让数据？专利管理人员是否有必要监督考虑寻求3D打印专利组合，从而获得广泛的专利特许使用费？是的，3D是否也需要专利运营了呢？
1289,妻子小山汇子原告在何国起诉可获得较多遗产？  中国人林强与日本人小山汇子1992年结婚在日本从事房产生意，2012年到青岛发展并设立公司。2013年该夫妻又到英国从事服装贸易，并定居英国，有住所。2015年林强回国探亲遭遇车祸身亡，小山汇子准备继承遗产。已知死者财产：日本房产可值200万美元，青岛存款500万美元，英国不动产值100万美元，动产20万美元。林强父母仍健在。英国冲突规则规定：动产继承适用被继承人死亡时住所地法，不动产适用不动产所在地法。中国与英国相同；日本冲突规则：继承适用被继承人的本国法。英国法继承法规定，妻子为第一顺序继承人；中国法继承法规定，妻子与父母为同一顺序继承人；日本法继承法规定，妻子为没有其他顺序继承人时的继承人。 问题：妻子小山汇子原告在何国起诉可获得较多遗产？（分析在中国和英国及日本起诉，然后比较遗产多少？）
1290,我国的审判当事人总是要上诉，但英美法三审终审却一审就少有上诉
1291,债务人义务转移    债务人将合同的义务全部或者部分转移给第三人的，应当经债权人同意
1292,小黄车押金  现在大城市为了人们的方便出行普遍都存在小黄车或摩拜单车等方便人们出行的交通工具，但是在使用前需要我们交付定金，但在使用过后因公司自身（如公司倒闭）或系统原因导致没有办法退还定金，这该怎么办？
1293,“更好”与“最好”  当两个不同习俗碰撞到一起时，老师说人们会思考谁更好，又提倒更好的前提是存在最好。那我的问题是人们当面对两种不同的事物时，真的会去思考什么是最好的吗？而不是怀疑现有的，比较其他吗？再进行选择？或许更多的是在之后的发展中选择自己合适的或者说愿意接受的那个？那从这里来看的话，是人们通过现有的不同进行比较，随后选择其一，最后不断“改进”，不断完善吗？可能一直到最后也没有最好的出现吧。我对于“最好”的理解是一种真理或者说是人类的“满足感”，真理是不断发展的，欲望是无止境的。所以我觉得更好的前提是最好这个说法是不是有点问题，我不是很能理解。或者说老师对于“最好”这个词有着别的指代含义我没有发现。
1294,如何看待高铁上高价销售盒饭及零食
1295,全国首例以国家市场监督管理总局为被告的涉知识产权行政纠纷案件 【全国首例！国家市场监督管理总局成被告 “德力西”字号是否不正当竞争惹争议】日前，知产法院公开开庭审理了原告德力西集团有限公司诉被告国家市场监督管理总局、第三人德力西联合开关集团有限公司涉知识产权行政附带民事纠纷案。本案诉讼期间，因原国家工商行政管理总局现已并入新设立的国家市场监督管理总局，故本案也成为全国首例以国家市场监督管理总局为被告的涉知识产权行政纠纷案件。同时，本案也是依据《行政诉讼法》第六十一条第一款在特定行政诉讼中当事人申请一并解决相关民事争议而提起的行政附带民事诉讼。本案庭审过程中，合议庭将本案焦点概括为：1、本案是否属于《行政诉讼法》第六十一条第一款规定的可以将行政纠纷和民事纠纷一并审理之情形；2、被告先后核准原告和第三人的两个包含“德力西”字号的企业名称是否违反《反不正当竞争法》《企业名称登记管理规定》《企业名称登记管理实施办法》等规定；3、被告作出《处理决定》是否违反法定程序；4、第三人注册和使用其企业名称的行为是否构成不正当竞争并因此承担相应侵权责任等焦点问题进行了审理。
1296,专利审查周期大幅缩减对知识产权保护的重大意义 2018年11月20日中共国家知识产权局党组召开专题会议，研究部署进一步提高知识产权审查质量和效率。会议指出，目前商标审查周期已经压缩到6个月以内，发明专利审查周期稳定在22个月左右。专利权作为一种排他的权利，这种权利能否实现以及个人或者与市场如何对待其研究成果，很大程度上依赖于专利审查的结果。过长的审查周期不仅会对个人收益以及市场竞争造成影响并且容易导致大量专利积压 ，不利于鼓励发明鼓励创新。因此专利审查周期的大幅缩减对专利的保护起到了很大作用，但是否同时又会导致专利质量的降低呢？
1297,说出《消费者权益保护法》第26条的特别之处  请结合5.1-5.4的知识，说出《消费者权益保护法》第26条的特别之处，即其与合同法格式条款规定的实质差异？如果还不太确定，请接着看下面两节。
1298,商评委应当对申请商标指定中国的领土延伸保护申请重新审查。商标局、商评委在重新审查中应当重点考虑如下因素：一是申请商标的显著性与经过使用取得的显著性。二是审查标准一致性原则。与该案商标相同的商标已经获得注册，不能以个案审查为由忽视执法标准的统一性问题。你怎么看？建议就申请商标的显著性与经过使用取得的显著性切入，说说本案所涉商标是否存在显著性呢？为啥？
1299,使用《都挺好》苏大强表情包会侵权？  电视剧《都挺好》刷屏，苏大强表情包也火了。不过，使用苏大强表情包会侵权吗？
1300,关于法律责任产生原因 老师您好！我没想明白为什么法律责任产生的原因不包括故意呢？
1301,关于两大法系的疑问  老师您好，视频中您提到我国台湾省和澳门特别行政区是大陆法系，而在介绍英美法系的分布时地图上有显示我国大陆，那么我国大陆是否是英美法系呢？我国大陆法系与香港、澳门法系又有何不同呢？请老师解答，谢谢！
1302,老师，实践中的诉辩交易如何理解刑事纠纷的不可处分性。
1303,除了张导《秋菊打官司》，另一部电影是不是也是法律意识的探讨？ 除了张导的《秋菊打官司》，2016年冯小刚指导的《我不是潘金莲》是不是也是一部如出一辙的法律意识探讨的作品？由于接受不了原镜头的那种感观没有看，《秋菊》由于年代久远也没有看，根据老师的描述，和《金莲》的片花，感觉这两部电影如出一辙。
1304,6. “经济新秩序”这个提法的意义和面临的问题何在？（15分）
1305,专家辅助人对专业性问题的说明解释是否为法定证据?   书上第132页中写明“专家辅助人对案件的专门性问题所作的说明和解释，不可作为证据使用”。但是书上的第125页中又写明“《民诉解释》第122条中规定‘具有专门知识的人在法庭上就专业问题提出的意见，视为当事人的陈述’。”那么专家辅助人对专业性问题的解释和说明到底是不是法定证据呢?
1306,2.3 股东未足额缴纳出资时需要承担哪些责任？    《公司法》第二十八条规定股东应当按期足额缴纳公司章程中规定的各自所认缴的出资额。（1）倘若股东未按期足额缴纳所承担的出资应承担哪些责任？（2）股东未按期足额缴纳出资，在公司增资时会产生什么影响？（3）公司分红时，未足额缴纳出资的股东又如何获得红利？
1307,年满16周岁，并且以自己的劳动为生的未成年人的诉讼  比如一些初中毕业就出去打工的未成年人，与他们有关的诉讼，必须由法定的诉讼代理人来执行吗？还是他们可以自己作为原被告参与诉讼？
1308,自然法的概念 在古罗马时期，自然法指的是一些习惯法，而在这里的自然法则是破除传统，因此这两种自然法的概念是不是并不相同？
1309,重大误解释义 026 重大误解，是指行为人由于自己的过失而对其行为后果产生错误认识。 “错误认识”有单纯动机错误和表示错误。我们在实际司法操作中是否需要考虑，分情况区别一下属于哪种错误认识，在赔偿时区别对待。还是说一棒子打死，只要是构成错误认识，结果都一样，就不考虑了。
1310,县长在扶贫产业动员大会上的发言是否为行政行为？        下面这个案件是我们中间一个叫勤业子_高艺的同学在讨论区提出的。某县县长在全县扶贫产业大会上讲：农村实行一村一品产业，贫困户可以申报，验收合格后给予每户5000元的资助。非贫困户也可以申报，只不过将来验收合格后要通过县级其他部门给予资助，标准没有贫困户的高。现在非贫困户从县扶贫办得到的口头答复是：非贫困户发展产业没有任何资助。这导致部分非贫困户怨声载道，甚至与所在乡政府理论此事，工作一度陷于困境。请问县长在大会上的讲话效力如何？如果县政府没有兑现县长的讲话，是否损害了非贫困户的信赖利益？要回答上述问题必须解决的一个前提是，这里是否存在县政府的行政承诺行为？请同学们结合行政行为的成立要件和本案案情加以讨论。
1311,关于代位权诉讼中的诉讼费用  在代位权诉讼中，当原告胜诉时，诉讼费用由次债务人承担。但是，次债务人并非不想履行债务，而是因为债务人怠于行使债权，由此才有了债权人的代位权。这其中的过错方一般是债务人，而在诉讼中却要次债务人承担费用，是不是对次债务人不公平呢？
1312,法律为什么要规定承诺的期限？ 请用自己的话举例说明以下的问题：1.法律为什么要规定承诺的期限？2.为什么要约和承诺生效的方式是一样的？
1313,在看到参考答案以及改题过程中，我有点困惑，行政行为的废止依靠的公共利益必须是具体的公共利益吗？如果不是，产业结构调整同样涉及公共利益，比如供给侧结构性改革，关乎公共利益。如果是，那么尽管产业结构调整涉及公共利益，但这是抽象的，那么该政府所做行政行为的废止不合法。
1314,自由心证是对事实的认定吗？  美国实行陪审团制度，陪审团对是否犯罪进行认定，是否体现了自由心证在群体间的扩大化?有助于降低认定错误的几率?那法官是否还需要进行自由心证?
1315,5.1 谈谈科创板的设立对私募股权投资有什么影响？  今年是科创板元年，科创板的设立有着非常重要的意义，请结合科创板谈谈对私募股权投资有什么影响？
1316,请问老师，在跨国火车上发生的案件适用什么原则呢？
1317,“小猪佩奇＂案涉及哪些知识产权热点问题    今年，小猪佩奇不仅在中国过了春节，还进了最高人民法院工作报告。3月12日，最高人民法院院长周强在作最高法工作报告中特别提及小猪佩奇著作权跨国纠纷案，颇受各界关注。大家一起来谈谈＂小猪佩奇＂案涉及的知识产权热点问题吧！
1318,《消费者权益保护法》真的能有效保护消费者的合法权益吗？    现今很多消费者权益遭受损害的事件都并未得到合理有效的赔偿，有些虽然《消费者权益保护法》中有相关规定，但消费者真正要拿起这把“屠龙宝刀”去维护自己合法权益的时候却很难，所以如何解决《消费者权益保护法》有效应用到生活实践中来，也是目前的一大难题。
1319,公民的财产权     财产主张和权利是什么关系，该怎么理解？
1320,学校食堂打餐问题   在学校食堂打餐，屡屡碰到同样的菜，不同的价格，有时候价格过高的时候，同学提出质疑，打菜工作人员就说是价格上涨了但是菜价上面的价格单还没有更新？是否违反了消费者合法权益？如果是，工作人员当场又把价格降下来了，是否还能够去找学校反应，说侵害了学生合法权利？
1321,第五章第三题求解   为什么监察机关的表述是对的，正确答案是什么，请老师解答
1322,合同内容的八个条款  老师：您好！在起草合同文本时，如果合同包括的八个条款，少了违约责任和解决争议的方法这两条。合同成立吗？可以签合同吗？会有什么后果？
1323,关于刑事责任能力与刑事责任年龄    我国刑法中，完全刑事责任能力人是年满18周岁的人；而刑事责任年龄中，完全负刑事责任年龄的人，按照刑法第17第一款规定，年满16周岁的人进入完全负刑事责任年龄阶段，请问老师，这两者之间有何区别吗？为什么不将完全负刑事责任年龄规定到18岁呢？
1324,说一说你所遇到的海淘、微商代购法律问题    如果你遇到过，请说一说你所遇到的海淘、微商代购等类似问题，并且提出国家从消费者保护角度加以规范的期望。
1325,红筹企业到底是啥东东？    随着科创板的落地，红筹企业回归，不仅可以发行存托凭证，还可以在科创板IPO，自然倍受关注啦。（1）香港和我国科创板的红筹企业有何关系？（2）红筹企业以CDR和IPO方式回归，究竟有哪些差异？（3）红筹企业在科创板上市需要具备哪些条件？（4）如何协调红筹企业注册地与中国公司法、证券法、会计准则的差异？（5）有专家指出，投资红筹企业可能意味着“自饮毒鸩”。你对此有何评价？
1326,关于债权人的撤销权  关于店铺转让 债权人接受了债务人转让的经营权，在理应知道其店铺没有营业执照的情况下在之后仍然自动履行了合同中规定的义务或者向对方要求合同中规定的债权，这种举动是否是当事人以自己的行为表明了其愿意接受合同的约束，放弃了按法律应当享有的撤销权？
1327,国外专利盒子政策与我国技术转让投资所得税政策比较研究 实现创新驱动发展，建设知识产权强国，必须制定有效的技术和知识产权转移转化所得税政策。我国应扩展技术和知识产权转移投资所得税政策主体范围，完善所得税优惠政策范围，应将“技术转让”和“创业投资”统一为“技术与知识产权转移投资”，完善所得税优惠政策条件，要求具有本国知识产权，实行税率式所得税减免政策，在500万元以下免征所得税基础上，对超过500万元收入实行技术和知识产权转移所得税抵免政策，实行技术和知识产权投资抵免政策，抵免比例为60%~80%。
1328,《最高人民法院产权法庭诉讼指引》   4月18日，最高人民法院知识产权法庭发布了《最高人民法院知识产权法庭诉讼指引》
1329,合伙人问题  老师，国有独资公司是否可以成为合伙人？为什么呢？合伙人是否可以用劳务出资？我国合伙企业事法对于合伙人出资是如何规定的呢？
1330,买到“穿越”矿泉水意不意外？惊不惊喜？    2016年9月15日，刘某从某商场购买圣碧涛含气天然矿泉水1瓶，花费7.9元，瓶盖上标注的生产日期却是2017年6月2日。请问刘某可以找谁请求多少赔偿？
1331,关于专利法修订引入“惩罚性赔偿”，大家怎么看？    近日，国务院总理李克强主持召开国务院常务会议，会议通过《中华人民共和国专利法修正案（草案）》。草案着眼加大对侵犯知识产权的打击力度，借鉴国际做法，大幅提高故意侵犯、假冒专利的赔偿和罚款额，显著增加侵权成本，震慑违法行为；明确了侵权人配合提供相关资料的举证责任，提出网络服务提供者未及时阻止侵权行为须承担连带责任。对此，大家怎么看呢？
1332,风俗口味问题 有些同学不吃辣，而重庆爱吃辣，食堂打饭不要辣，食堂的饭让同学辣的吃不下。如何维权？
1333,如何看待西安利之星事件上热搜才得以解决    西安利之星事件的奔驰车主之前通过合理的索赔方式维护自己的权益却屡受阻碍，只有通过另类的方式使得此事被曝光于网络之上引发众人关注后才得以解决，现实生活中投诉难、解决问题难的事件时有发生，对我们如今走到依靠微博、舆论来维护自己权益的时候，这究竟是进步还是耻辱，我们可不可以通过健全相应的机制减少微博维权的现象？
1334,4.5 股权 1、有限责任公司的公司章程可否禁止股权转让？2、课程案例中大华公司的公司章程中 “人走股留”的规定，为何没有违反《中华人民共和国公司法》的禁止性规定？
1335,预期违约与不安抗辩权 请在认真学习不安抗辩权和本节知识的基础上，用自己的话对二者做一个比较。（请真诚参与，不要发水帖）
1336,代位权    债务人甲和次债务人乙约定以一批务抵乙欠甲的15万元（代物清偿），债权人丙是否有权行使代位权？
1337,精神损害赔偿 新消法纳入了精神损害赔偿，是对消费者权益的进一步保护。可是精神损害赔偿作为惩罚性规定，在刑法中不予认定，在民法中也很难实施。那么在实物中的可行性又有多大呢，是不是也困难重重？
1338,调查取证困难 我国民事案件诉讼过程中，调查取证工作困难，比如调取公民身份信息这样的基础材料，一方面要保护当事人隐私，一方面又需要在立案时提供，不管是当事人还是律师调取都有一定难度。
1339,仲裁裁决后还能进行民事诉讼吗？
1340,专利保护的优势和劣势 一项技术方案采取专利保护的优势和劣势分别是什么？是否所有的技术均应采取专利保护？
1341,维基解密阿桑奇，棱镜斯洛登是否有罪？ 老师，你好！遇到一个道德困境，上周看到维基解密阿桑奇被捕。让我不由得想到棱镜门事件的斯洛登先生同样流亡俄罗斯，不能回到美国。如果阿桑奇和斯洛登算泄露国家机密而犯法，但员工明知自己国家机关在做一些坏事，比如棱镜门中显示美国有秘密监听德国总理通信。那员工是否有权向外界公布呢，还是员工只能走内部投诉渠道？身为当事人，不向外界公布，良心道德过不去。做了又被迫流亡海外，感觉当事人好难做人。
1342,近亲属    近亲属属于行政相对人吗
1343,例如甲向乙订一批水果，乙没有承诺，直接给甲拉过去了，但甲因为没有收到承诺以为乙不接受要约，就和丙订立了合同并已经收到了丙的水果。那么此时如果让甲必须也接受乙的水果，那么对甲来说很明显不公平，那么应该如何处理？
1344,撤销权    撤销权的除斥期间是什么意思呀？
1345,暗示商标   老师您好，我想问暗示商标是暗示产品的功能、效用所以可以使用和注册，如果是明示产品的功能和效用则根据商标法第11条第一款第二项的规定不能注册对吗？
1346,调查：你关心的消费者保护（法律）问题有哪些？ 说明：这里主要是收集大家的关心的消费者保护法问题，方便今后进一步调整和完善教学内容。
1347,犯罪嫌疑人与被告人有哪些具体区别   犯罪嫌疑人与被告人有哪些具体的区别，对他们的处罚有什么不一样？
1348,临摹形成的作品的著作权问题？ A临摹了他人的作品，并且模仿的很像，这个属于A的个人技巧或说手艺，但他对完成这个作品没有付出创造性的劳动，只是机械的复制，跟机器人或复印机的“功能”相似，请问这种情况下A对他临摹的作品享有著作权吗？
1349,1.2 创业，如何选择商业组织形态？ 陈某某从某知名大学计算机系毕业后，打算与隔壁学校的艺术设计系小伙伴甘某创业，计划从事广告行业。鉴于他们二人零经验，于是向各位请教：（1）哪一种商业组织形态更适合他们？（2）不同的商业组织形态具有何种不同的法律效果？（3）如果你是其中一位创业小伙伴，会更加倾向于哪一种商业组织形态？
1350,如何评价智能电视开机和关机植入广告？ 请自行搜索小米等智能电视在开机和关机画面的新闻报道。
1351,你最关心与这些“网络虚拟财产”有关的什么法律问题？
1352,超市摔倒，商家是否担责？   某超市开展五周年店庆促销活动，早上7点57分左右该店开门，顾客一涌而入，年逾七十的某顾客在奔跑进入取到购物框后前往购物区时，碰到其前方另一顾客的左脚，倒地受伤，诊断为左肩关节脱位、左肱骨近端骨折。某顾客诉至法院要求赔偿各类损失共计146416.17元。请问对于本案你有什么看法？
1353,地理标志保护 地理标志的保护一种方式是地理标志商标注册保护，地理标志是公共利益，可商标权保护是私权保护，这种保护方式是否能很好的保护？这种保护是否矛盾？
1354,有关指定管辖 请问指定管辖中，能否请求上上级法院指定管辖以避免上诉审时遇到具有回避事项的二审法院？
1355,讨论题2   2. 古往今来，很多哲学家都会发表自己的婚姻观和家庭观，为什么？这些观念，对于立法活动的影响有哪些？
1356,请问现行法律缺失/模糊时，如果四个基本原则互相冲突，哪条优先 老师您好，第一章第一节中，您提到处理现有法律缺失、模糊地带时，要把握自由、效率、安全、公平的四个原则。请问如果这四个原则不能同时保障（比如公平或者安全限制自由，影响效率），该如何取舍呢？作为当事法律主体，又该如何维护自己的权利？比如滴滴打车的案例。由于“相应”责任含义模糊，如何解决同案不同判的问题？过往判例能否被视作价值导向的表达？
1357,请问老师，如何判断存量是否充足呢   老师您好，在第一章第一节中您提到了四个特征，说是在商法规则存量充足的情况下可以整体理解商法，但是存量不充足的情况下，商法是否还具备这样的特征？我们可以如何判断存量是否充足？
1358,老师，请问防御商标和联合商标的区别到底在哪呢？
1359,4. 司法或仲裁判例可以作为国际经济法的渊源吗？（17分）
1360,关于测试   受被代理人委托或者法院指派参加诉讼的诉讼参与人为什么不是辩护人？
1361,专家意见的法律地位  万科6.17董事会会议表决事件中华润公司聘请法学专家发表了专家法律意见书，在法律上如何看待？
1362,第七章第五题 D选项，其朋友为司法行政部门负责人，且不为被告人的监护人和近亲属，为何可以担任辩护人？
1363,4. 试讨论无单放货所引起的问题及在中国法院可能得到的判决结果是什么？（20分）
1364,审理国际民商事纠纷，法院如何适用法律？    法院在审理国际民商事纠纷，法院如果认为不宜按本国法律，又不宜按当事人选择的法律审理案件，能否选择相关联的其他国家的法律或者相关的国际公约来审理？
1365,讨论：法定抵销的条件 第九十九条　【债务的抵销及行使】当事人互负到期债务，该债务的标的物种类、品质相同的，任何一方可以将自己的债务与对方的债务抵销，但依照法律规定或者按照合同性质不得抵销的除外。当事人主张抵销的，应当通知对方。通知自到达对方时生效。抵销不得附条件或者附期限。请用自己的话说一说法定抵销的条件，为什么法律要这样规定？
1366,有效讨论怎么判定呀  同上
1367,《知识产权法》开课啦，大家对知识产权有什么看法和感想呢？      大家好！今天《知识产权法》第四期课程开课啦，学习了知识产权的概念、特征和保护体系等相关内容后，你对知识产权、知识产权法有什么新的认识和感受呢？欢迎大家在讨论区展开探讨和交流！
1368,香奈儿商标维权二审败北的缘由 香奈儿股份有限公司（下称香奈儿公司）的“双C”图案商标可谓家喻户晓。因认为叶某宗经营的珠宝商铺销售的商品涉嫌侵犯了自己持有的第G1189929号注册商标专用权（即常见的“双C”图案商标，下称涉案商标），香奈儿公司将其起诉至法院。广东省广州市海珠区人民法院（下称海珠法院）一审认定叶某宗构成商标侵权，并判决其赔偿香奈儿公司经济损失等6万元。 叶某宗不服，向广州知识产权法院提起上诉。近日，广州知识产权法院作出二审判决，认定叶某宗未构成对香奈儿公司注册商标专用权的侵犯广州知识产权法院经审理认为，该案二审争议焦点是叶某宗经营的店铺销售的涉案商品是否侵犯了香奈儿公司的商标专用权，即能否依法认定商品的形状构成对注册商标专用权的侵犯。　　对此，广州知识产权法院认为，首先，是否构成商标性使用应是确认商品形状是否构成商标侵权的根本。在该案中，涉案商品的购买地是叶某宗经营的首饰店，而该店又是周百福品牌的加盟店。综合该案的整体情况，香奈儿公司没有提供充分证据证明叶某宗经营的店铺在销售涉案商品时，存在着利用该商品与香奈儿公司注册商标相似而招揽顾客、推销商品等将其作为商标性使用的情形。因此，一审判决对于叶某宗经营的店铺销售涉案商品构成商标性使用的认定不客观、准确，依法予以纠正。   大家对此有什么看法呢？
1369,关于规范商标申请注册行为，你怎么看？        2018年10月31日，商标局发表了《商标局向非正常商标申请行为说“不”》一文。文中提到：“商标局依据商标法第四条等规定，陆续对1.6万多件商标注册申请做出驳回决定，这是商标局又一次从严从快打击涉嫌囤积商标的非正常商标申请行为。”这是商标局官方首次使用“非正常商标申请”一词，此前多使用“恶意注册”等词语。该文对“非正常商标申请”的定义为“利用我国通过注册取得商标权的商标制度，将商标作为牟利手段，大量申请注册商标”。2007年10月1日，国家知识产权局制定并开始施行的《关于规范专利申请行为的若干规定》出现了“非正常申请专利”。“非正常商标申请”概念的提出，借鉴了这一规定。对此你的意见是什么？
1370,"第125届广交会受理知识产权投诉案件377宗 呈下降趋势        在昨日召开的第125届广交会闭幕新闻发布会上, 广交会新闻发言人、中国对外贸易中心副主任徐兵介绍，本届广交会共受理知识产权投诉案件377宗，比上届减少6宗，呈下降趋势；对4家因涉嫌知识产权侵权的参展企业，予以大会通报，并作扣减展位处理。与上届相比，本届广交会被投诉企业总数减少2家，被认定涉嫌侵权企业总数减少22家。本届广交会坚持预防和现场受理两手抓，从展前、展中、展后筑牢知识产权保护链，有效打击涉嫌侵权行为。要求参展企业签订展位使用责任书，明确知识产权保护责任；各组团单位、商协会加大现场巡查力度；大会投诉接待站建立起投诉处理全程跟踪责任制、异议申诉制度和疑难案件合议机制。经过27年的不断创新与完善，广交会的知识产权保护工作已形成较为完善的展会知识产权保护和贸易纠纷解决制度与机制，让企业创新活力竞相迸发。未来，广交会将进一步健全知识产权保护工作机制，加大保护力度，提升服务水平，为企业创新发展保驾护航。"
