,content
1131,安全范围   老师您好，我想请问安全范围这个概念有特定的定义么？“安全范围是指药物的最小有效量与最小中毒量之间的范围，也可以是指95％有效量与5％中毒量间范围，还能是指ED50与LD50之间的距离”，这句话中的三个解释都是对的么？
1132,经常觉得经血下不来  仿佛滞留在阴道里的感觉
1133,去性取用   去性取用是什么意思？有哪些中药是去性取用的呢？
1134,体格检查   单侧眼球下陷常见于什么病
1135,经络 胸腹前的三侧线，分别是哪三条经脉经过？分别距正中线多少寸？
1136,分娩方式应该如何选择？     顺产、剖宫产分别应该在什么情况下选择？
1137,系统 老师，为什么是九个系统？还有一个免疫系统呢？
1138,腱滑膜鞘和滑膜囊   老师，想问一下这两个的位置关系，哪个在内，哪个在外？谢谢
1139,关于为手术区域消毒的疑惑   老师你好，在为患者手术区域消毒时医生不需要穿上无菌手术衣吗，在铺上无菌巾和中单时可以不带手套直接接过铺盖吗？
1140,心经起始穴位怎么在腋窝？   手少阴心经起于心中，怎么开始的穴位极泉穴却在腋窝呢？
1141,文档第七页  齿凸凹？与齿突凹？
1142,对掌运动   练习题说的对掌运动是指拇指向掌心，拇指尖与其余四指尖掌侧面相接触的运动。可以进行握持，那像大猩猩的握持不算是对掌运动吗？
1143,穴位 尺泽穴的特殊作业有哪些？三阴交的特殊作用有哪些？
1144,关于洋地黄引起的   老师，想请问一下这个题目不选利多卡因要选苯妥英钠的原因是什么？
1145,肝脏调节气机及情志  肝阳上亢，肝火上炎，肝气上逆的临床表现感觉很相似，这三者如何鉴别？
1146,心火上炎针灸原则   针灸泻心经之火，选本经子穴神门外，还加用脾经的太白还是胃经的足三里呀？按表里经选择选小肠经小海对吗？合主逆气而泻，选少海可以不？按原络配穴话，选原穴神门，络穴通里还是其它经的络穴如小肠的络穴支正胃经的丰隆？还是脾经的公孙？俞募治疗的，选心俞，巨阙还是心包经的厥阴俞，膻中？
1147,喉中痰鸣 为何不属于症状呢  老师，这一题中A选项干扰性比较大，个人觉得这也属于个人可以感受到的不适，为何不属于症状呢？谢谢
1148,动作电位之间的传播  锋电位的最大频率受限于绝对不应期的长短，因为在绝对不应期不会发生动作电位，那么就不会有锋电位的出现，是因为动作电位有脉冲式这个特点，所以锋电位才会有最大频率吗？
1149,请问车祸重型颅脑的患者可以进行心肺复苏吗
1150,对掌运动   猩猩不是也可以用手抓取食物吗，不能视为在做对掌运动吗
1151,肱骨 老师您好，我想问一下PPT里的桡神经沟和尺神经沟都有虚线和实线，它们代表的有什么不同吗？麻烦老师了！
1152,骨度分寸法  两锁骨之间是多少寸？6寸？
1153,为什么相兼脉比单因素的脉象更常见？  请根据脉诊的学习内容，简要阐述，为什么相兼脉比单因素的脉象更常见？（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）
1154,中药含有的有毒化学成分可否降低消除?/中药配伍    止咳平喘药中的苦杏仁含有苦杏仁苷抑制呼吸中枢，镇静平喘，是从现代生物化学的角度得出的结论，然而中药苦杏仁是以降气的人体功能反应来体现的，其降气平喘之力，完全建立在苦杏仁苷吗?尽管对毒性来源有了认识依据，但感觉以此联系中药功用却又不尽合理！——那么为了控制苦杏仁苷的抑制度，是否在苦杏仁用量大时，配些西药来调控?或中药来调控，一些宣肺药，麻黄、桔梗，以宣发制约沉降，可否有助于抑制苦杏仁的毒性?——另外，白果这味药感觉也特别好，苦涩、甘平，趋向沉降归肺、肾经，敛肺定喘，止带缩尿，似五味子，还具备燥固下焦之力，可惜有毒，限制了它的运用！
1155,农药中毒都用碱化尿液的方法吗？    农药大多是酸性的，但有些是碱性的，都用碱化尿液的方法加速毒物排出吗？
1156,心脏术后疑问？    请问老师，我术前诊断室缺(膜周-嵴下)，右室双腔心，心电图显示不完全性右术支传导阻滞。请问为什么会传导阻滞啊？
1157,指导患者预防消化性溃疡的复发 请试着讨论如何指导患者预防消化性溃疡的复发
1158,肱骨外科颈或肱骨中1/3骨折 肱骨外科颈或肱骨中1/3骨折时可能损伤哪些血管和神经？会出现哪些临床症状？
1159,多少浓度的葡萄糖溶液是等渗/等张溶液 多少浓度的葡萄糖是等渗溶液，还是等张溶液
1160,阴阳 什么是阴中求阳？阳中求阴？
1161,阿托品过量中毒和有机磷酸脂类中毒的区别    是肌震颤吗？老师
1162,井穴 老师：井主心下满是指什么？是肝么？是胃么？十二井都是主心下满么？都指肝还是指胃？
1163,为什么镫骨肌会解除鼓膜的紧张状态啊？
1164,分子医学专题 老师您好   什么时候开始讲分子医学专题？
1165,为何内囊位于背侧丘脑与尾状核、豆状核之间的答案是错的？    根据杨茂有，正常人体解剖学，人民卫生出版社，2013，第227页，内囊是位于背侧丘脑与尾状核、豆状核之间上下行纤维密集而成的白质区。
1166,请辨析呼吸链和电子传递链的关系。
1167,取穴定位的（寸）   取穴定位的寸，一寸，三寸等，是跟数学上的一寸等于3.333厘米的长度一样的么？
1168,DNA的反向平行如何理解？  老师您好，为什么DNA的两条链一定要反向平行呢？双链同向有哪些问题呢？
1169,关于等渗溶液 老师， 你好 我想问下什么叫等渗溶液
1170,阈刺激和阈上刺激对生物体的影响    用阈刺激和阈上刺激分别去刺激单根神经纤维与神经干时，电变化会有什么不同?
1171,第八周 第一题    家庭药箱中应该准备哪些药物：首先，要有一把镊子，手上扎了个刺、伤口里有沙子等，用尖头镊子比用针效果要好。 其次，要有不同规格的消毒纱布和橡皮膏。 第三，是止痛药。由于疼痛的部位和性质不同，不妨准备两三种不同的止痛药，好对症下药。比如：治肚痛的药有阿托品、吗丁啉；一般疼痛，台关节痛、头、外 伤痛可用阿司匹林、索密痛、芬必得等。 第四，常备一些普通的抗酸药，有的时候吃东西以后胃不舒服，可以试着吃上一两片可以中和胃酸的药。比如：盐酸雷尼替丁等。 第五，手头应当有能够治疗轻度泻肚子的药。比如：黄连素、氧福沙星等。 第六，以樟脑、薄荷为主要成分的外用软膏用处很多，不论是蚊虫叮咬，还是皮肤起疹子，搽这类膏都有帮助。但如果皮肤破了，一般就不要用它。 第七，可以常备一些感冒药物和止咳药，用于治疗一些不严重的感冒、咳嗽症状。第八，氯毒素眼药水还是应常备，游泳后，眼睛痒时滴上几滴，即刻解除除症状。但眼药水应就在低温下，最好放在冰箱门的盒里。除此以，家庭小药箱里的体温表也是必不可少的。
1172,讨论题    1.试述风寒感冒、风热感冒有哪些区别？2.感冒患者在运用中药汤剂时，在煎法、服法、药后观察等方面应注意什么？
1173,如何理解“不通则痛，不荣则痛”？   如何理解疼痛的机理“不通则痛，不荣则痛”？（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）
1174,失眠，便秘  老师你好，我想问下。我自己晚上失眠，白天午睡又睡的还可以。晚上睡觉睡一下醒一下的，睡觉的时候还容易口渴。还特别容易想小便。大便不正常，又容易便秘。麻烦老师帮我看下是什么原因，还有要怎样解决
1175,针灸自学可行吗？   孙老师您 好：针灸这类操作性强的技术通过自学的方式可行吗？还是一定要有老师带？
1176,经血下不来  老师好，请问如何判断子宫的前倾或后倾?
1177,皮肤黏膜出血？    皮肤黏膜出血是像皮肤破了有血流出来止不住和身上红了或紫了的那种没有血流出来的出血都算吗？是不是还要分内出血和外出血哈？
1178,脾切除时，要先切断哪些韧带，结扎哪些血管？
1179,关于屈伸问题 老师，还是不明白屈和伸究竟是怎么分辨的
1180,抽筋的疼痛类型    请教老师，抽筋时按压疼痛加剧因此属于实证，由于属于肌肉牵拉引起故归属于挚痛，分析得对吗？
1181,从胸部左侧入路进行食管手术应在何处进行？需要经过哪些结构？
1182,危重患者的重点观察内容有哪些
1183,腹股沟疝发病原因   年龄为5~8的小孩子（女），也出现了腹股沟疝症状，其发病原因会不会是因为剧烈运动，造成腹前外侧壁破裂形成的?
1184,请教老师   老师您好，请问怎么从中医的角度来调理糖尿病呢？谢谢
1185,我请教老师：（1）我查看到的6条经脉上的6个募穴对吗？（2）其余6条经脉——在胃经、心经、小肠经、膀胱经、心包经、三焦经，从书上查找不到它们的募穴，这6条经脉上的募穴是哪些穴位？请老师给予明确指导，谢谢。
1186,关于镰状韧带与肝圆韧带的疑问 老师请问镰状韧带与肝圆韧带是否相连？若相连，如何判断镰状韧带是由腹膜形成的？若不相连，请说明二者的位置关系。谢谢老师
1187,不宜于病人休息与康复的环境是
1188,限速步骤   因为磷酸化是无氧氧化中速度最慢的反应步骤，所以无氧氧化中有几个磷酸化反应，就有几个限速步骤吗？
1189,选择第一题  第一题：一、根据家庭人员的组成和健康状况。如有老人和小孩，要特别注意准备他们用的药。家有高血压病人、结核病人、冠心病病人、癫痫病人等，治疗这些病的药物应常备不断；家庭药箱严禁混入家庭成员过敏的药物。  二、选择副作用较小的老药。老药毒副作用已得到充分暴露，一般说明书上都有明确说明，容易发现和预防。新药由于使用时间短，可能会出现一些意想不到的反应，不适于家庭备用。  三、选择疗效稳定、用法简单的药物。尽量选择口服药、外用药，少选或不选注射药物。  四、选择常见病、多发病用药。五、常用的外敷药物：红药水、创可贴、双氧水、碘酒、纱布、云南白药、口罩、红霉素眼药膏、眼药水、口腔溃疡喷剂、跌打损伤喷雾剂、烫伤膏、可的松之类的止痒膏。常用的 内服药物：治拉肚子的思密达、黄连素，普通感冒药的扑热息痛、感康、板蓝根冲剂、消炎的阿奇、头孢。胃药，斯达舒、消食片之类的，家里有老人必备血压药、速效救心丸，有小孩必备退烧的布洛芬，其他方面最好尊医嘱。
1190,磷酸化偶联  有氧氧化第5步，琥珀酰CoA水解生成琥珀酸的同时，与核苷二磷酸的磷酸化偶联，生成高能磷酸键。问题：高能硫酯键如何与核苷二磷酸发生磷酸化偶联呢？
1191,骨盆骨折最容易损伤什么肌腱
1192,请教凝血因子5的合成部位   在人民卫生出版社6.7.8.9版教材中明确写明凝血因子五在肝外合成。在内科学教材，生理学12345版，其他出版社的生理学课本中明确写有凝血因子五在肝脏合成。特请教老师，谢谢！
1193,神经冲动的产生和传导 神经纤维上动作电位可双向传导，为何在体神经元上发生动作电位大多数是由胞体传向轴突末端？胞体和树突部分能产生动作电位吗？
1194,哪些人群容易发生便秘？为什么？
1195,毛果芸香碱治疗虹膜炎时需要注意什么？ 毛果芸香碱治疗虹膜炎时需要注意什么？
1196,颅骨模型   请问老师在哪里可以买到您视频中的颅骨模型
1197,膈肌 胸式呼吸里包括膈肌吗？
1198,第三个案例的困惑   针对第三个问题请问老师，这个案例在无数复杂的五行病变中，您选择肝（木）作为根源，请问是为什么呢？为什么不选心火，肾水作为根源分析呢？
1199,半月板损伤  运动员膝关节受伤时常发生半月板损伤。半月板在膝关节动中的作用如何？在膝关节活动时如何运动？什么情况下容易受到损伤？
1200,甲硫氨酸的所属    在视频中，老师讲的是属于极性中性氨基酸，而第九版课本上是非极性脂肪族氨基酸，哪个才是正确的？
1201,包皮长了切还是不切？ 看完视频，现在到处都是男性广告的视频，还有的组团去切，还有切一根送一根的……那么，对于包皮过长的问题，到底是切还是不切？
1202,为什么脱氢在有氧阶段表示有能量的生成呢？
1203,你是如何理解中国人正常面色的？    请问你是如何理解中国人正常面色的？（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）
1204,老师能说一下五脏相克相益的内容吗？  老师能说一下五脏相克相益的内容吗？五味、五脏之间的关系是怎样的？
1205,下列腧穴主治不正确的是A.殷门穴治疗痔疮 B.长强穴治疗癫狂痫 C.太溪穴治疗阳痿 D.支沟穴治疗便秘正确答案：D你错选为A
1206,为什么腹股沟区是腹疝的好发部位？
1207,证和症状的区别    老师，您好！我一直一来对症状和证这两个名词老是有些分不清！
1208,药王孙思邈的千金方之前有男科专论吗  老师，药王孙思邈的千金方之前有男科专论吗？
1209,活动性出血或再出血怎么判断？
1210,头疼 老师：头疼扎足临泣，头临泣和率谷三个穴位就可以了吧？
1211,"五华中的爪怎么看棱？ 百度：如果人的身体有些问题,指甲上就会有竖的棱,竖的棱就是肝胆这些脏器出问题的表现;如果出现横的棱,就说明身体的问题在一点点得到改善,因为横的棱会一点点地长出去。"
1212,阿胶珠的使用 感谢老师，百忙之中给我回复。我们自己用阿胶丁炒蒲黄，筛去蒲黄做蒲黄炭，囗尝阿胶珠口感也挺好，我叫病人在服用中药液时直接吃几颗阿胶珠，老师你认为这样对吗?谢谢!
1213,第三题    正中矢状面不是说是将人体分为左右对称的两半吗？
1214,老师脉管系统和循环系统一样吧。
1215,1.对于讲到的饮食这一块，番薯类全部都可以吃吗？2.课程提到的传统治疗方法喝油法，是什么程度的患者采用呢？还是说感觉自己有便秘的患者都可以采用？另外自己操作这个方法的时候需要注意哪些事项呢？有无什么风险咧？
1216,为什么女性也可能得腹股沟疝
1217,预防脑卒中的合理的生活方式主要包括哪些?
1218,眼睛 老师，眼睛下眼皮出现白色的小疙瘩是什么？
1219,药茶 药茶对于任何年龄段都适合吗
1220,当患者不愿遵从治疗饮食而坚持自己不良饮食习惯时，你如何处理？
1221,眶上裂的上面应该是蝶骨大翼，老师是口误了吧
1222,如何合理用药 不合理用药有哪些后果？如何避免？
1223,针灸可以治疗肥胖吗，我妹妹胖而且特别能睡上课考试的时候经常睡
1224,骨髓和骨髓移植    骨髓移植，即造血干细胞移植，是治疗白血病的最终选择，是把取自供体骨髓内的正常造血干细胞作为“种子”“种植”到病人体内，重建病人正常造血功能的治疗手段。你认为身体内部哪些部位的骨髓可以作为“种子”？除了骨髓，哪些地方还有这些能造血的“种子”？
1225,促进患者散热的措施有哪些？
1226,想知道已知血型鉴定未知血型的具体过程
1227,请问老师   白带很稀，像水一样，是怎么一回事呢？
1228,课堂讨论——案例（五）     患者，男，52岁，心悸1年加重4天。近1年来常感心悸，多在劳累、情绪波动时或睡前明显，无胸闷、憋喘，无胸痛，无恶心、呕吐，无头痛、头晕，持续几分钟到1～2小时可好转。4天前上述症状加重，持续一整天，影响睡眠，曾就诊于当地医院，行心电图示：室性期前收缩，二联律。为进一步诊治收入院。既往有高血压病史3年。体格检查：T 36.7℃ P89次/分 R22次/分 Bp165/89mmHg，神志清，全身皮肤黏膜无黄染、皮疹及出血点，口唇无紫绀，咽部无充血，扁桃体无肿大。双肺未闻及明显干湿啰音。心前区无隆起，未触及震颤，心界不大，心率89次/分，律不齐，可闻及期前收缩，心音低钝，各瓣膜听诊区未闻及病理性杂音。腹部无明显压痛、反跳痛，肝脾肋下未及，双下肢无水肿。双侧巴氏征、脑膜刺激征阴性。心电图：室性期前收缩，二联律。【思考题】根据以上资料，该患者的诊断及诊断依据是什么？
1229,气管颈段的毗邻关系和气管切开术的注意事项及其临床意义
1230,应该是桡侧腕屈肌腱之间
1231,琥珀胆碱   老师您好，为什么琥珀胆碱能持续激动MM受体呢，突触间隙没有针对琥珀胆碱的酶吗？
1232,老师可以解释一下为什么开车内空调时要打开一定的窗户通风换气吗
1233,筋疙瘩    经筋的萎缩是不是指筋疙瘩？
1234,针灸治病   挺喜欢给父母用刮痧的方法 来治疗疼痛的
1235,老师，肺结核可以怎么预防
1236,阳虚和阴盛和差异   在实际生活中，阳虚和阴盛、阴虚的阳盛如何能通过症状来快速区分？
1237,第三题    第三题：合理用药常会导致不良后果，这些后果可以是单方面的，也可是综合性的；可以是轻微的，也可以危及生命。大体可归纳为以下几种：1.浪费医药资源  2.延误疾病的治疗3.引发药物不良反应及药源性疾病 4.造成医疗事故和医疗纠纷 不合理用药常常会造成医疗事故，或称为药疗事故。
1238,钠钾泵    驱出3个钠，摄回2个钾，膜内外电荷不平衡了，会不会有氢离子的运输？
1239,药物在体内的代谢过程？
1240,阿司匹林   我奶奶快七十了，因身体原因需要长期服用阿司匹林肠溶片，后来发现脚指头在夜晚时有疼痛现象，而且时间挺长了，想问一下是不是可能患了痛风
1241,课堂讨论——案例（二）    采集病史练习：  你是一名临床医疗系的医学生，现在正在学习临床诊断学。现有一名40岁女性病人，因发热、咽痛3天来诊。生命体征：体温39℃，脉搏105次/分，呼吸25次/分，血压100/60mmHg。要求：  请你用20分钟时间采集病史，然后对该病人的现病史进行归纳小结。
1242,讨论题    1.江苏省中医进修学校为中医教育的发展做出了哪些贡献？2.简述现代中医护理教育的概况。
1243,肋弓 请老师具体讲一下肋弓，这里比较模糊
1244,穴位在筋上？ 12经络在12经筋上，那在12经络上的穴位是不是也是在经筋上，也就是说穴位在我们俗称的筋上？
1245,标注预防依从性低的原因分析      生物性职业损伤是护理职业伤害的重要方面，各位医护人员可能也都认识到了这个问题，那么，为什么很多研究显示：在工作中护理人员标准预防措施的依从性依然很低？
1246,老师请问一下 我在八年制生理上看到骨骼肌细胞属于兴奋-收缩偶联，而心肌细胞属于兴奋-收缩脱偶联，视频里讲的骨骼肌和心肌都是兴奋-收缩偶联，这是为什么？
1247,男性的尿道口时不时会有刺痛，请问老师这是什么原因导致的呀
1248,骶骨部分   请问老师骶骨底前缘向前突出的部分是什么？谢谢
1249,手太阴肺经我只能看前一半的穴位，后面的穴位视频找不到
1250,协同肌和拮抗肌    协同肌是对某一关节的运动起相同作用的肌，拮抗肌则起相反作用。完成引体向上动作后身体慢慢向下落时，肘关节做什么运动？哪些肌肉来控制这一运动？哪些属于协同肌？哪些属于拮抗肌？
1251,老师 请问治疗要在经期内还是经期后  痛经腧穴诊察治疗 ，是要在经期痛的时候，还是经期不痛的时候，还是经期过后
1252,中药学    在老师讲完大章节后，了解了药的共性，可是单独学习药个性，就容易记混。
1253,纤维蛋白溶解系统和抗凝系统是一回事吗？    纤维蛋白溶解系统和抗凝系统是一回事吗，纤维蛋白溶解系统不也抗凝吗？
1254,老师，不明白斜角肌和股直肌，在题上碰到斜角肌也是呼吸肌？是吗
1255,高钾对心脏的影响   当血浆中K+浓度逐渐增高时，心室浦肯野细胞的兴奋性、传导性和自律性分别发生什么样的改变？请分别简要说明机制。
1256,幽门螺杆菌可以通过中医治疗吗
1257,交叉上下选穴 老师：我看视频里您选的居髎穴与肩髎穴在同一侧啊？图里是交叉的，为啥啊？
1258,很多少白发的年轻人，都是因为肾的精血不足导致么，还是有遗传的
1259,中草药和西药都能降血压，混合着吃效果更好吗？
1260,中医内科-胃肠病-5 呃逆 7 泄泻（拉肚子） 8 便秘   5 呃逆 7 泄泻（拉肚子） 8 便秘
1261,中医内科-肾膀胱病-1 水肿 2 淋证（泌尿系感染）5 遗精 6 阳痿    1 水肿 2 淋证（泌尿系感染） 5 遗精 6 阳痿
1262,心包窦    主动脉上隐窝与胸腺的关系不明白，新包斜窦与食管的关系，以及相应的影像学表现
1263,下焦 孙老师，肝胆属于中焦还是下焦？从西医解剖角度来看，应该是在中焦，但中医好像不这么认为。
1264,机体为什么选择葡萄糖作为能量的直接供应者？  一分子脂肪酸彻底分解释放的能量远大于一分子葡萄糖彻底分解释放的能量，但机体为什么选择葡萄糖作为能量的直接供应者，而选择脂肪作为能量的储存者？
1265,隆椎的棘突和颈椎的其他棘突有什么区别
1266,你对针灸学怎么看？  本人认为针灸是国粹，既能治病，也能养生，我希望走进针灸并学习应用。
1267,穿过颅中窝的孔、裂  穿过颅中窝的孔、裂的血管和神经的解剖学意义、功能意义和临床意义。
1268,肺  关于肺部气管血管位置的区分
1269,中医内科-心脑病-4 中风 5 失眠 6 痴呆（阿兹海默 老年性痴呆）    4 中风（脑出血 脑缺血）5 失眠（健忘） 6 痴呆（阿兹海默 老年性痴呆）
1270,关于肺动脉扩张    为什么肺动脉关闭不全既可以引起肺动脉相对关闭不全又可以引起肺动脉相对狭窄呢？
1271,月经问问问  来一天月经就不来了是怎么回事？
1272,中风的最佳针灸时间是啥时候？一般要坚持多久能达到效果？
1273,病人腹部手术后的体位    病人腹部手术后，为什么医生会嘱咐病人多采取半卧位？
1274,"医师建议准备的其他药物，有些人患有发作性疾病,医师都会开.些预防性或是发作时需要紧急服用的药物，比如心肌缺氧使用的硝基甘油片、气喘时使用的支气管扩张剂等。"
1275,肋软骨    老师肋软骨是属于透明软骨吗？
1276,胃痛 老师：治胃痛用足三里和中脘之外可以加中枢么？
1277,第一题    常用的解热镇痛药有那些
1278,高血压伴心绞痛及哮喘患者出现肾功能不全时，下列最适合的治疗？ 老师，我想请教一下这一题： 卡托普利有刺激性干咳，理论上应该不适合用于伴有哮喘患者的高血压的，那么在这题里面，它适合的依据是什么呢？
1279,关于手腕深筋膜    老师请问腕掌侧韧带的范围是什么，还与不与手掌的深筋膜（比如骨间掌侧筋膜）延续？
1280,想系统了解亚健康的检测    在网上搜了下’ 除了中医医生的传统望闻问切，目前也有很多检测技术和仪器，不过有些说有些检测仪器是假的，想得到专业的求证
1281,亚硝酸反应  老师，我想问一下能发生亚硝酸反应的氨基酸有那些，以及为什么呢？
1282,讨论题    请谈一谈持续性手法的动作要求。
1283,咽干 孙老师:您好！我今年54岁，女，住新疆。从二月初开始，嗓子干，有时感觉自己的咽喉部像是裂口了一样，但不痛，不咳嗽，无痰，呼吸也正常，身体的其他方面也没有不适，都正常，我也一直没有吃任何药。上星期到我们这医院做了（肺部）胸部CT检查，结果是左肺下叶后基底段可见纤维索条影，其它未见异常，后来又做了支气管哮喘检查，过敏检查，都正常。   想请教孙老师，我这咽喉干，怎么办呢？谢谢！
1284,肝胃不和   1.我情绪不好时，就容易胃胀气吃不下饭，而且频繁拉肚子，这是要疏肝和胃健脾吗？疏肝和胃健脾的食物都有哪些？2.来例假当天或前一天容易拉肚子，喝温水或冷水也容易拉肚子，紧张时也会拉肚子，这是脾虚弱吗？3.来例假时腰酸小腹轻微坠胀，这跟肾有关吗？4.左右脸蛋总是同一个地方频繁长痘痘，下巴左右两边也是频繁长痘痘，这是跟肝肺脾胃不和有关吗？5.紧张时手心容易出汗，有时坐公交握着栏杆也会多汗，天气热时手心也容易出汗，这是体内热火旺盛吗？6.冬天和在空调房下，手都特别冰凉，上厕所洗手后，手也总是比同学的冰凉，这是什么证呢？
1285,在基层，人们一般看不到针灸医生，这是为什么？
1286,去甲肾上腺素 去甲肾上腺素的合成，储存，释放这节课内容有些难记 怎样才能记住
1287,许莫氏结节  医生诊断腰2椎体许莫氏结节已形成，有可能发展为强制性脊柱炎，请问这是怎么造成的呢，严重吗？
1288,太阳穴    你知道太阳穴的位置吗？为什么这个部位不能受打击？
1289,在书中说是，大部分器官位于胸腔，腹腔，盆腔内，为什么，A对？
1290,艾灸 老师：刮痧以后，对出痧多的地方进行艾灸行吗？
1291,发散风热药  具有清利头目功效的药物算是能“明目”吗？
1292,怎样进行糖尿病的综合治疗？  答：一，糖尿病教育与管理。二，饮食控制。三，运动治疗。四，药物治疗。五，糖尿病监测。
1293,第八章第一题 第一题　家庭药品箱中应该准备的药品有:消毒药水、生理盐水、含抗生素成分的消炎药膏、感冒用药、单方药物、复方药物、感冒糖浆、肠胃用药、皮肤用药等
1294,老师同学们：请教一个问题！  症状：老人家（58岁，女，有血脂高）身体比较虚，头容易晕，失眠、容易紧张、脚无力，上楼梯骨痛，关键吃补品容易上火，冬天怕冷，夏天不怕热。希望老师同学们帮忙如何调理身体，十分感谢！
1295,腕前区深筋膜浅层增厚构成屈肌支持带  这个选项是错在哪里呢？是没有增厚吗？
1296,试比较三叉神经和面神经的纤维成分和分布范围。
1297,酶的调节分为酶含量的调节和酶活性的调节    请谈谈你对酶的调节与代谢的关系的理解。
1298,乳腺癌根治术要防止损伤哪些神经？如果损伤后将后有什么后果？
1299,哪些危险因素与冠心病的发生有关？
1300,能否申请补提交单元测验    刚才听了一章节，老师讲的太好了，清晰明了，只是才开始学习，做单元测验时发现好多已经过了提交截止日期，请问老师还有没有办法重新提交呢，希望能追赶一下进度最终拿到证书
1301,单手打结   老师你好，单手打结两个步骤相反打的结算不算正确的
1302,关于眩晕的问题    男83岁，近半年来除了平躺时和外出遛弯的情况外时常感到眩晕得厉害。他是50岁以后原发性高血压、76岁直肠癌、79岁帕金森。就诊医生调增了美多芭的用量，没有丝毫缓解。老师，他应该如何进行调治呢？
1303,创设良好社会环境   针对当前时而发生的伤医事件，请大家谈谈：如何通过为患者创设良好的社会环境而避免或减少此类事件的发生？
1304,药理学所包括的范围及内容   老师，药理学是分为药物效应动力学和药物代谢动力学吗？药理学应该能笼盖的很多内容吧？老师我有点混淆，药物效应学和药物代谢动力学就是药理学吗？还是说，药理学还能再分呢？
1305,人工智能中医学    过去对中医的电脑化诊断曾经有人作过努力，但市场平平，如今具有自主学习能力的olly是否在此方面有所成就呢？
1306,古人是怎么从那么多材料里面选出来艾蒿这种植物作为灸的原料？
1307,痛风是不可治愈的吗？ 痛风是不可治愈的吗？如果是，真是太可怕了吧
1308,第八周 第一题    常用药：消毒药水，生理盐水，抗生素成份的消炎药膏，感冒用药，感冒糖浆，肠胃用药，皮肤用药，过敏药，消化药，单方用药，复方用药等
1309,灵长类动物为什么不能对掌？和人因为相差什么导致的？
1310,有机磷酸酯类中毒和阿托品过量中毒如何区分哪？
1311,求问甘氨酸类型及如何区分L型和D型氨基酸   天然蛋白质中氨基酸均为L型氨基酸，组成人体蛋白质的氨基酸除甘氨酸外均为L-α-氨基酸，但科学出版社的生化课本上写着“组成人体蛋白质的20种氨基酸均为α-氨基酸”，有点矛盾啊。另外，求问如何区分L型和D型氨基酸。谢谢。
1312,怎么样吃能学好内科，感觉好难记
1313,心阴阳    什么是心阴心阳？心阴是血么？心阳是气么？
1314,为什么鼓励早餐后半小时内尝试排便？  在促进人们养成规律的排便习惯时，为什么鼓励其在早餐后半小时内尝试排便？
1315,关于动作电位后电位  图中de段电位增大，为何还是后电位的去极化过程？
1316,田七 请问老师田七是三七吗？三七，丹参和西洋参是1：1：1配吗？三七和丹参都是活血的有什么侧重点吗？
1317,动作电位动力与阻力是什么意思？
1318,怎样不感染艾滋病   老师是不是，做爱时带安全套就不会得艾滋病了呀？
1319,外伤大量失血症状分析 19岁男性挖煤工，因矿路坍塌致体表多处受伤后急诊入院。患者面色苍白，皮肤冷湿，左脑部、背部、下肢皮下广泛瘀斑和多处皮肤破损。心率145次/分，血压72/48mmHg；呼吸32次/分；无尿；腹部有压痛，腹腔穿刺抽出血性液体。X线检查见左第2~4肋骨骨折，左股骨粉碎性骨折。剖腹探查见脾中心部破裂，腹腔积血约1000ml。诊断：外伤性脾破裂；左股骨粉碎性骨折和左肋骨骨折。 1.     该患者的失血量约占全身血量的百分比是多少？2.     该患者为什么心率增快，血压下降？3.     该患者为什么呼吸增快？4.     该患者尿量为什么减少？
1320,癫痫发作处理事宜   课程中提到癫痫发作时不可以向患者口中塞任何物体。患者在发作时会不会自行咬伤舌头，如果塞上软毛巾是否会安全些
1321,中医妇科-缺乳、回乳、产后恶露    21【缺乳】中医辨证治疗及下奶汤推荐22【回乳】23【产后恶露】
1322,胸闷，身上出油    老师，背，脸，脖子每天都出好多油，黄色的，不知道是汗还是油；晚上侧躺的时候胸口会疼，伸懒腰的时候胸口会有响声；请问这是哪里出了问题？肾脏还是肝脏？体内湿气重会出现上述症状吗？
1323,这个“量的变化”指的是什么量不变呢，三羧酸循环最后一步合成的草酰乙酸上的C不是来自于乙酰CoA吗？
1324,关于系统分类 老师您好，我曾经在其他版本的课本中看过另一种说法，人体可分为十大系统，即多出一种免疫系统，这种说法准确吗？
1325,瘀点 舌的右边有几个瘀点，是不是胆有瘀血？
1326,为啥没穴位。 在腹部，当脐中上1寸，前正中线旁开0.5的肾经为啥没有穴位昵？
1327,吞咽困难   糖尿病为何会导致食管平滑肌功能障碍
1328,以肱二头肌腱膜及肌腱为标志谈谈与周围神经血管的局部位置关系。
1329,治疗疾病，首选汤药。如果不方便购药或者熬药，才建议选择中成药治疗。
1330,超二级结构和模体   超二级结构是不是包括模体。然后两者既不属于二级结构也不属于三级结构？
1331,控制系统   老师，不能理解那个胰岛素，胰高血糖素究竟是怎样互相调节人体内血糖稳定的
1332,肺的肃降   气管里的异物通过肃降回到哪了，不会到肺里吧
1333,第十一周 讨论题   为什么收涩药常与补虚药配伍？
